permno	companyname	tickers	cc_date	window_start	window_end
85863	Columbia Sportswear Co	COL1	30-Jul-2015 00:00	30-Jul-2015 00:00	13-Aug-2015 00:00
89525	Comcast Corp	CMCS	23-Jul-2015 00:00	23-Jul-2015 00:00	06-Aug-2015 00:00
89525	Comcast Corp	CMCS	24-Feb-2015 00:00	24-Feb-2015 00:00	10-Mar-2015 00:00
89525	Comcast Corp	CMCS	26-Oct-2016 00:00	26-Oct-2016 00:00	09-Nov-2016 00:00
89525	Comcast Corp	CMCS	26-Oct-2017 00:00	26-Oct-2017 00:00	09-Nov-2017 00:00
89525	Comcast Corp	CMCS	27-Apr-2016 00:00	27-Apr-2016 00:00	11-May-2016 00:00
89525	Comcast Corp	CMCS	27-Apr-2017 00:00	27-Apr-2017 00:00	11-May-2017 00:00
89525	Comcast Corp	CMCS	27-Jul-2016 00:00	27-Jul-2016 00:00	10-Aug-2016 00:00
89525	Comcast Corp	CMCS	27-Jul-2017 00:00	27-Jul-2017 00:00	10-Aug-2017 00:00
89525	Comcast Corp	CMCS	27-Oct-2015 00:00	27-Oct-2015 00:00	10-Nov-2015 00:00
25081	Comerica Inc	CMCA	16-Jan-2015 00:00	16-Jan-2015 00:00	30-Jan-2015 00:00
25081	Comerica Inc	CMCA	16-Jan-2018 00:00	16-Jan-2018 00:00	30-Jan-2018 00:00
25081	Comerica Inc	CMCA	16-Oct-2018 00:00	16-Oct-2018 00:00	30-Oct-2018 00:00
25081	Comerica Inc	CMCA	17-Apr-2015 00:00	17-Apr-2015 00:00	01-May-2015 00:00
25081	Comerica Inc	CMCA	17-Apr-2018 00:00	17-Apr-2018 00:00	01-May-2018 00:00
25081	Comerica Inc	CMCA	17-Jan-2017 00:00	17-Jan-2017 00:00	31-Jan-2017 00:00
25081	Comerica Inc	CMCA	17-Jul-2015 00:00	17-Jul-2015 00:00	31-Jul-2015 00:00
25081	Comerica Inc	CMCA	17-Jul-2018 00:00	17-Jul-2018 00:00	31-Jul-2018 00:00
25081	Comerica Inc	CMCA	18-Apr-2017 00:00	18-Apr-2017 00:00	02-May-2017 00:00
25081	Comerica Inc	CMCA	18-Oct-2016 00:00	18-Oct-2016 00:00	01-Nov-2016 00:00
25081	Comerica Inc	CMCA	19-Apr-2016 00:00	19-Apr-2016 00:00	03-May-2016 00:00
25081	Comerica Inc	CMCA	19-Jan-2016 00:00	19-Jan-2016 00:00	02-Feb-2016 00:00
14239	CommScope Holding Company Inc	MMOC	01-Nov-2017 00:00	01-Nov-2017 00:00	15-Nov-2017 00:00
14239	CommScope Holding Company Inc	MMOC	03-Nov-2016 00:00	03-Nov-2016 00:00	17-Nov-2016 00:00
14239	CommScope Holding Company Inc	MMOC	15-Feb-2018 00:00	15-Feb-2018 00:00	01-Mar-2018 00:00
14239	CommScope Holding Company Inc	MMOC	23-Feb-2017 00:00	23-Feb-2017 00:00	09-Mar-2017 00:00
14239	CommScope Holding Company Inc	MMOC	31-Jul-2018 00:00	31-Jul-2018 00:00	14-Aug-2018 00:00
30680	Commercial Metals Co	CMC	22-Jun-2017 00:00	22-Jun-2017 00:00	06-Jul-2017 00:00
30680	Commercial Metals Co	CMC	23-Mar-2017 00:00	23-Mar-2017 00:00	06-Apr-2017 00:00
30680	Commercial Metals Co	CMC	26-Mar-2015 00:00	26-Mar-2015 00:00	09-Apr-2015 00:00
88284	Community Health Systems Inc	CYH	03-Nov-2015 00:00	03-Nov-2015 00:00	17-Nov-2015 00:00
88284	Community Health Systems Inc	CYH	04-Aug-2015 00:00	04-Aug-2015 00:00	18-Aug-2015 00:00
88284	Community Health Systems Inc	CYH	20-Feb-2015 00:00	20-Feb-2015 00:00	06-Mar-2015 00:00
56274	Conagra Brands Inc	CAG	22-Dec-2015 00:00	22-Dec-2015 00:00	05-Jan-2016 00:00
56274	Conagra Brands Inc	CAG	22-Dec-2016 00:00	22-Dec-2016 00:00	05-Jan-2017 00:00
56274	Conagra Brands Inc	CAG	22-Mar-2018 00:00	22-Mar-2018 00:00	05-Apr-2018 00:00
56274	Conagra Brands Inc	CAG	23-Mar-2017 00:00	23-Mar-2017 00:00	06-Apr-2017 00:00
56274	Conagra Brands Inc	CAG	28-Sep-2017 00:00	28-Sep-2017 00:00	12-Oct-2017 00:00
92239	Concho Resources Inc	CXO	03-Aug-2016 00:00	03-Aug-2016 00:00	17-Aug-2016 00:00
92239	Concho Resources Inc	CXO	09-Nov-2016 00:00	09-Nov-2016 00:00	23-Nov-2016 00:00
16497	Conduent Inc	CNDT	07-Nov-2018 00:00	07-Nov-2018 00:00	21-Nov-2018 00:00
16497	Conduent Inc	CNDT	08-Aug-2018 00:00	08-Aug-2018 00:00	22-Aug-2018 00:00
16497	Conduent Inc	CNDT	09-Aug-2017 00:00	09-Aug-2017 00:00	23-Aug-2017 00:00
15126	Connecture Inc	CNXR	06-Aug-2015 00:00	06-Aug-2015 00:00	20-Aug-2015 00:00
15126	Connecture Inc	CNXR	07-May-2015 00:00	07-May-2015 00:00	21-May-2015 00:00
15126	Connecture Inc	CNXR	08-Aug-2016 00:00	08-Aug-2016 00:00	22-Aug-2016 00:00
15126	Connecture Inc	CNXR	09-May-2016 00:00	09-May-2016 00:00	23-May-2016 00:00
13928	ConocoPhillips	P	25-Oct-2018 00:00	25-Oct-2018 00:00	08-Nov-2018 00:00
13928	ConocoPhillips	P	26-Jul-2018 00:00	26-Jul-2018 00:00	09-Aug-2018 00:00
13928	ConocoPhillips	P	30-Jul-2015 00:00	30-Jul-2015 00:00	13-Aug-2015 00:00
14274	Container Store Group Inc	TCSS	07-Jan-2016 00:00	07-Jan-2016 00:00	21-Jan-2016 00:00
14274	Container Store Group Inc	TCSS	09-Aug-2016 00:00	09-Aug-2016 00:00	23-Aug-2016 00:00
14274	Container Store Group Inc	TCSS	27-Apr-2015 00:00	27-Apr-2015 00:00	11-May-2015 00:00
91983	Continental Resources Inc	CLRS	05-May-2016 00:00	05-May-2016 00:00	19-May-2016 00:00
91983	Continental Resources Inc	CLRS	05-Nov-2015 00:00	05-Nov-2015 00:00	19-Nov-2015 00:00
91983	Continental Resources Inc	CLRS	07-May-2015 00:00	07-May-2015 00:00	21-May-2015 00:00
91065	Copa Holdings SA	CAH	06-May-2016 00:00	06-May-2016 00:00	20-May-2016 00:00
91065	Copa Holdings SA	CAH	15-Nov-2018 00:00	15-Nov-2018 00:00	29-Nov-2018 00:00
91065	Copa Holdings SA	CAH	18-Feb-2016 00:00	18-Feb-2016 00:00	03-Mar-2016 00:00
82656	Core Laboratories NV	CRLB	20-Apr-2017 00:00	20-Apr-2017 00:00	04-May-2017 00:00
82656	Core Laboratories NV	CRLB	24-Oct-2017 00:00	24-Oct-2017 00:00	07-Nov-2017 00:00
82656	Core Laboratories NV	CRLB	26-Jan-2017 00:00	26-Jan-2017 00:00	09-Feb-2017 00:00
82656	Core Laboratories NV	CRLB	28-Jan-2016 00:00	28-Jan-2016 00:00	11-Feb-2016 00:00
82656	Core Laboratories NV	CRLB	29-Jan-2015 00:00	29-Jan-2015 00:00	12-Feb-2015 00:00
22293	Corning Inc	GLW	23-Oct-2018 00:00	23-Oct-2018 00:00	06-Nov-2018 00:00
22293	Corning Inc	GLW	24-Apr-2018 00:00	24-Apr-2018 00:00	08-May-2018 00:00
22293	Corning Inc	GLW	30-Jan-2018 00:00	30-Jan-2018 00:00	13-Feb-2018 00:00
12391	Costamare Inc	CREM	22-Jul-2015 00:00	22-Jul-2015 00:00	05-Aug-2015 00:00
12391	Costamare Inc	CREM	22-Oct-2015 00:00	22-Oct-2015 00:00	05-Nov-2015 00:00
12391	Costamare Inc	CREM	25-Jul-2018 00:00	25-Jul-2018 00:00	08-Aug-2018 00:00
12391	Costamare Inc	CREM	25-Oct-2016 00:00	25-Oct-2016 00:00	08-Nov-2016 00:00
12391	Costamare Inc	CREM	25-Oct-2017 00:00	25-Oct-2017 00:00	08-Nov-2017 00:00
12391	Costamare Inc	CREM	25-Oct-2018 00:00	25-Oct-2018 00:00	08-Nov-2018 00:00
12391	Costamare Inc	CREM	28-Apr-2017 00:00	28-Apr-2017 00:00	12-May-2017 00:00
12391	Costamare Inc	CREM	28-Jan-2016 00:00	28-Jan-2016 00:00	11-Feb-2016 00:00
12391	Costamare Inc	CREM	28-Jul-2016 00:00	28-Jul-2016 00:00	11-Aug-2016 00:00
12391	Costamare Inc	CREM	29-Apr-2015 00:00	29-Apr-2015 00:00	13-May-2015 00:00
87055	Costco Wholesale Corp	CCS1	05-Mar-2015 00:00	05-Mar-2015 00:00	19-Mar-2015 00:00
87055	Costco Wholesale Corp	CCS1	05-Oct-2017 00:00	05-Oct-2017 00:00	19-Oct-2017 00:00
87055	Costco Wholesale Corp	CCS1	07-Mar-2018 00:00	07-Mar-2018 00:00	21-Mar-2018 00:00
87055	Costco Wholesale Corp	CCS1	13-Dec-2018 00:00	13-Dec-2018 00:00	27-Dec-2018 00:00
87055	Costco Wholesale Corp	CCS1	14-Dec-2017 00:00	14-Dec-2017 00:00	28-Dec-2017 00:00
87055	Costco Wholesale Corp	CCS1	25-May-2017 00:00	25-May-2017 00:00	08-Jun-2017 00:00
87055	Costco Wholesale Corp	CCS1	26-May-2016 00:00	26-May-2016 00:00	09-Jun-2016 00:00
13983	Coty Inc	COTY	03-May-2016 00:00	03-May-2016 00:00	17-May-2016 00:00
13983	Coty Inc	COTY	05-Nov-2015 00:00	05-Nov-2015 00:00	19-Nov-2015 00:00
13983	Coty Inc	COTY	09-Feb-2017 00:00	09-Feb-2017 00:00	23-Feb-2017 00:00
13983	Coty Inc	COTY	09-May-2018 00:00	09-May-2018 00:00	23-May-2018 00:00
13983	Coty Inc	COTY	09-Nov-2016 00:00	09-Nov-2016 00:00	23-Nov-2016 00:00
13983	Coty Inc	COTY	09-Nov-2017 00:00	09-Nov-2017 00:00	23-Nov-2017 00:00
13983	Coty Inc	COTY	10-May-2017 00:00	10-May-2017 00:00	24-May-2017 00:00
13983	Coty Inc	COTY	22-Aug-2017 00:00	22-Aug-2017 00:00	05-Sep-2017 00:00
16382	Coupa Software Inc	01A9	04-Dec-2017 00:00	04-Dec-2017 00:00	18-Dec-2017 00:00
16382	Coupa Software Inc	01A9	04-Jun-2018 00:00	04-Jun-2018 00:00	18-Jun-2018 00:00
16382	Coupa Software Inc	01A9	05-Jun-2017 00:00	05-Jun-2017 00:00	19-Jun-2017 00:00
16382	Coupa Software Inc	01A9	05-Sep-2017 00:00	05-Sep-2017 00:00	19-Sep-2017 00:00
16382	Coupa Software Inc	01A9	12-Mar-2018 00:00	12-Mar-2018 00:00	26-Mar-2018 00:00
14240	Criteo SA	CRTO	02-Nov-2016 00:00	02-Nov-2016 00:00	16-Nov-2016 00:00
14240	Criteo SA	CRTO	03-Aug-2016 00:00	03-Aug-2016 00:00	17-Aug-2016 00:00
14240	Criteo SA	CRTO	04-May-2016 00:00	04-May-2016 00:00	18-May-2016 00:00
86339	Crown Castle International Corp	TWRS	19-Jul-2017 00:00	19-Jul-2017 00:00	02-Aug-2017 00:00
86339	Crown Castle International Corp	TWRS	22-Jan-2015 00:00	22-Jan-2015 00:00	05-Feb-2015 00:00
86339	Crown Castle International Corp	TWRS	22-Oct-2015 00:00	22-Oct-2015 00:00	05-Nov-2015 00:00
86339	Crown Castle International Corp	TWRS	23-Apr-2015 00:00	23-Apr-2015 00:00	07-May-2015 00:00
86339	Crown Castle International Corp	TWRS	23-Jul-2015 00:00	23-Jul-2015 00:00	06-Aug-2015 00:00
86339	Crown Castle International Corp	TWRS	25-Jan-2018 00:00	25-Jan-2018 00:00	08-Feb-2018 00:00
27888	Cullen/Frost Bankers Inc	CFBI	28-Jan-2015 00:00	28-Jan-2015 00:00	11-Feb-2015 00:00
41080	Cummins Inc	CUM	04-Feb-2016 00:00	04-Feb-2016 00:00	18-Feb-2016 00:00
41080	Cummins Inc	CUM	27-Oct-2015 00:00	27-Oct-2015 00:00	10-Nov-2015 00:00
41080	Cummins Inc	CUM	28-Apr-2015 00:00	28-Apr-2015 00:00	12-May-2015 00:00
14928	Cyberark Software Ltd	00BG	07-Nov-2018 00:00	07-Nov-2018 00:00	21-Nov-2018 00:00
14928	Cyberark Software Ltd	00BG	11-May-2017 00:00	11-May-2017 00:00	25-May-2017 00:00
10302	Cypress Semiconductor Corp	CYPR	01-Feb-2018 00:00	01-Feb-2018 00:00	15-Feb-2018 00:00
10302	Cypress Semiconductor Corp	CYPR	22-Oct-2015 00:00	22-Oct-2015 00:00	05-Nov-2015 00:00
10302	Cypress Semiconductor Corp	CYPR	25-Oct-2018 00:00	25-Oct-2018 00:00	08-Nov-2018 00:00
10302	Cypress Semiconductor Corp	CYPR	26-Apr-2018 00:00	26-Apr-2018 00:00	10-May-2018 00:00
10302	Cypress Semiconductor Corp	CYPR	26-Jul-2018 00:00	26-Jul-2018 00:00	09-Aug-2018 00:00
10302	Cypress Semiconductor Corp	CYPR	26-Oct-2017 00:00	26-Oct-2017 00:00	09-Nov-2017 00:00
10302	Cypress Semiconductor Corp	CYPR	27-Jul-2017 00:00	27-Jul-2017 00:00	10-Aug-2017 00:00
10302	Cypress Semiconductor Corp	CYPR	27-Oct-2016 00:00	27-Oct-2016 00:00	10-Nov-2016 00:00
10302	Cypress Semiconductor Corp	CYPR	28-Jan-2016 00:00	28-Jan-2016 00:00	11-Feb-2016 00:00
13752	CyrusOne Inc	CONZ	02-Aug-2016 00:00	02-Aug-2016 00:00	16-Aug-2016 00:00
90943	DHT Holdings Inc	DHT	02-Nov-2016 00:00	02-Nov-2016 00:00	16-Nov-2016 00:00
90943	DHT Holdings Inc	DHT	03-May-2016 00:00	03-May-2016 00:00	17-May-2016 00:00
90943	DHT Holdings Inc	DHT	04-Feb-2016 00:00	04-Feb-2016 00:00	18-Feb-2016 00:00
90943	DHT Holdings Inc	DHT	04-Nov-2015 00:00	04-Nov-2015 00:00	18-Nov-2015 00:00
90943	DHT Holdings Inc	DHT	06-Feb-2018 00:00	06-Feb-2018 00:00	20-Feb-2018 00:00
90943	DHT Holdings Inc	DHT	14-Nov-2017 00:00	14-Nov-2017 00:00	28-Nov-2017 00:00
90943	DHT Holdings Inc	DHT	31-Jan-2017 00:00	31-Jan-2017 00:00	14-Feb-2017 00:00
90751	DSW Inc	DSW	17-Mar-2015 00:00	17-Mar-2015 00:00	31-Mar-2015 00:00
90751	DSW Inc	DSW	23-May-2017 00:00	23-May-2017 00:00	06-Jun-2017 00:00
90751	DSW Inc	DSW	24-May-2016 00:00	24-May-2016 00:00	07-Jun-2016 00:00
90751	DSW Inc	DSW	30-Aug-2016 00:00	30-Aug-2016 00:00	13-Sep-2016 00:00
49680	Danaher Corp	DMG	20-Oct-2016 00:00	20-Oct-2016 00:00	03-Nov-2016 00:00
49680	Danaher Corp	DMG	21-Apr-2016 00:00	21-Apr-2016 00:00	05-May-2016 00:00
49680	Danaher Corp	DMG	23-Apr-2015 00:00	23-Apr-2015 00:00	07-May-2015 00:00
49680	Danaher Corp	DMG	25-Jul-2016 00:00	25-Jul-2016 00:00	08-Aug-2016 00:00
12325	Daqo New Energy Corp	DQ	09-Aug-2016 00:00	09-Aug-2016 00:00	23-Aug-2016 00:00
12325	Daqo New Energy Corp	DQ	10-May-2016 00:00	10-May-2016 00:00	24-May-2016 00:00
81655	Darden Restaurants Inc	DRI	04-Oct-2016 00:00	04-Oct-2016 00:00	18-Oct-2016 00:00
81655	Darden Restaurants Inc	DRI	05-Apr-2016 00:00	05-Apr-2016 00:00	19-Apr-2016 00:00
81655	Darden Restaurants Inc	DRI	18-Dec-2015 00:00	18-Dec-2015 00:00	01-Jan-2016 00:00
81655	Darden Restaurants Inc	DRI	18-Dec-2018 00:00	18-Dec-2018 00:00	01-Jan-2019 00:00
81655	Darden Restaurants Inc	DRI	19-Dec-2017 00:00	19-Dec-2017 00:00	02-Jan-2018 00:00
81655	Darden Restaurants Inc	DRI	20-Mar-2015 00:00	20-Mar-2015 00:00	03-Apr-2015 00:00
81655	Darden Restaurants Inc	DRI	20-Sep-2018 00:00	20-Sep-2018 00:00	04-Oct-2018 00:00
81655	Darden Restaurants Inc	DRI	21-Jun-2018 00:00	21-Jun-2018 00:00	05-Jul-2018 00:00
81655	Darden Restaurants Inc	DRI	22-Mar-2018 00:00	22-Mar-2018 00:00	05-Apr-2018 00:00
81655	Darden Restaurants Inc	DRI	23-Jun-2015 00:00	23-Jun-2015 00:00	07-Jul-2015 00:00
81655	Darden Restaurants Inc	DRI	27-Jun-2017 00:00	27-Jun-2017 00:00	11-Jul-2017 00:00
81655	Darden Restaurants Inc	DRI	28-Mar-2017 00:00	28-Mar-2017 00:00	11-Apr-2017 00:00
81655	Darden Restaurants Inc	DRI	30-Jun-2016 00:00	30-Jun-2016 00:00	14-Jul-2016 00:00
83421	Dean Foods Co	SWZA	07-Nov-2016 00:00	07-Nov-2016 00:00	21-Nov-2016 00:00
83421	Dean Foods Co	SWZA	08-Aug-2017 00:00	08-Aug-2017 00:00	22-Aug-2017 00:00
83421	Dean Foods Co	SWZA	09-May-2017 00:00	09-May-2017 00:00	23-May-2017 00:00
83421	Dean Foods Co	SWZA	10-May-2016 00:00	10-May-2016 00:00	24-May-2016 00:00
83421	Dean Foods Co	SWZA	11-May-2015 00:00	11-May-2015 00:00	25-May-2015 00:00
79686	Deckers Outdoor Corp	DECK	26-Oct-2017 00:00	26-Oct-2017 00:00	09-Nov-2017 00:00
79686	Deckers Outdoor Corp	DECK	28-Jul-2016 00:00	28-Jul-2016 00:00	11-Aug-2016 00:00
19350	Deere & Co	DE	18-May-2018 00:00	18-May-2018 00:00	01-Jun-2018 00:00
19350	Deere & Co	DE	19-Feb-2016 00:00	19-Feb-2016 00:00	04-Mar-2016 00:00
19350	Deere & Co	DE	20-Feb-2015 00:00	20-Feb-2015 00:00	06-Mar-2015 00:00
19350	Deere & Co	DE	21-Aug-2015 00:00	21-Aug-2015 00:00	04-Sep-2015 00:00
19350	Deere & Co	DE	21-Nov-2018 00:00	21-Nov-2018 00:00	05-Dec-2018 00:00
19350	Deere & Co	DE	22-May-2015 00:00	22-May-2015 00:00	05-Jun-2015 00:00
19350	Deere & Co	DE	25-Nov-2015 00:00	25-Nov-2015 00:00	09-Dec-2015 00:00
17040	Delphi Technologies PLC	DLPHW	07-Nov-2018 00:00	07-Nov-2018 00:00	21-Nov-2018 00:00
17040	Delphi Technologies PLC	DLPHW	08-Aug-2018 00:00	08-Aug-2018 00:00	22-Aug-2018 00:00
91926	Delta Air Lines Inc	DAL	11-Jan-2018 00:00	11-Jan-2018 00:00	25-Jan-2018 00:00
91926	Delta Air Lines Inc	DAL	11-Oct-2017 00:00	11-Oct-2017 00:00	25-Oct-2017 00:00
91926	Delta Air Lines Inc	DAL	11-Oct-2018 00:00	11-Oct-2018 00:00	25-Oct-2018 00:00
91926	Delta Air Lines Inc	DAL	12-Apr-2017 00:00	12-Apr-2017 00:00	26-Apr-2017 00:00
91926	Delta Air Lines Inc	DAL	12-Apr-2018 00:00	12-Apr-2018 00:00	26-Apr-2018 00:00
91926	Delta Air Lines Inc	DAL	12-Jan-2017 00:00	12-Jan-2017 00:00	26-Jan-2017 00:00
91926	Delta Air Lines Inc	DAL	12-Jul-2018 00:00	12-Jul-2018 00:00	26-Jul-2018 00:00
91926	Delta Air Lines Inc	DAL	15-Apr-2015 00:00	15-Apr-2015 00:00	29-Apr-2015 00:00
11600	Dentsply Sirona Inc	XRAY	03-Nov-2017 00:00	03-Nov-2017 00:00	17-Nov-2017 00:00
11600	Dentsply Sirona Inc	XRAY	04-Nov-2016 00:00	04-Nov-2016 00:00	18-Nov-2016 00:00
11600	Dentsply Sirona Inc	XRAY	06-May-2015 00:00	06-May-2015 00:00	20-May-2015 00:00
11600	Dentsply Sirona Inc	XRAY	06-May-2016 00:00	06-May-2016 00:00	20-May-2016 00:00
11600	Dentsply Sirona Inc	XRAY	07-Aug-2018 00:00	07-Aug-2018 00:00	21-Aug-2018 00:00
11600	Dentsply Sirona Inc	XRAY	08-Nov-2018 00:00	08-Nov-2018 00:00	22-Nov-2018 00:00
11600	Dentsply Sirona Inc	XRAY	09-Aug-2017 00:00	09-Aug-2017 00:00	23-Aug-2017 00:00
11600	Dentsply Sirona Inc	XRAY	09-May-2017 00:00	09-May-2017 00:00	23-May-2017 00:00
11600	Dentsply Sirona Inc	XRAY	17-Feb-2017 00:00	17-Feb-2017 00:00	03-Mar-2017 00:00
11600	Dentsply Sirona Inc	XRAY	18-Feb-2015 00:00	18-Feb-2015 00:00	04-Mar-2015 00:00
11600	Dentsply Sirona Inc	XRAY	28-Oct-2015 00:00	28-Oct-2015 00:00	11-Nov-2015 00:00
11600	Dentsply Sirona Inc	XRAY	30-Jul-2015 00:00	30-Jul-2015 00:00	13-Aug-2015 00:00
16963	Despegar.com Corp	DESP	16-Aug-2018 00:00	16-Aug-2018 00:00	30-Aug-2018 00:00
87137	Devon Energy Corp	DVN	04-May-2016 00:00	04-May-2016 00:00	18-May-2016 00:00
87137	Devon Energy Corp	DVN	04-Nov-2015 00:00	04-Nov-2015 00:00	18-Nov-2015 00:00
87137	Devon Energy Corp	DVN	06-May-2015 00:00	06-May-2015 00:00	20-May-2015 00:00
90664	DexCom Inc	DXCM	01-Aug-2017 00:00	01-Aug-2017 00:00	15-Aug-2017 00:00
90664	DexCom Inc	DXCM	01-Aug-2018 00:00	01-Aug-2018 00:00	15-Aug-2018 00:00
90664	DexCom Inc	DXCM	01-Nov-2017 00:00	01-Nov-2017 00:00	15-Nov-2017 00:00
90664	DexCom Inc	DXCM	02-Aug-2016 00:00	02-Aug-2016 00:00	16-Aug-2016 00:00
90664	DexCom Inc	DXCM	02-May-2017 00:00	02-May-2017 00:00	16-May-2017 00:00
90664	DexCom Inc	DXCM	02-May-2018 00:00	02-May-2018 00:00	16-May-2018 00:00
90664	DexCom Inc	DXCM	28-Feb-2017 00:00	28-Feb-2017 00:00	14-Mar-2017 00:00
90680	DiamondRock Hospitality Co	DRH	05-Aug-2016 00:00	05-Aug-2016 00:00	19-Aug-2016 00:00
90680	DiamondRock Hospitality Co	DRH	06-May-2016 00:00	06-May-2016 00:00	20-May-2016 00:00
13641	Diamondback Energy Inc	FANG	03-Aug-2016 00:00	03-Aug-2016 00:00	17-Aug-2016 00:00
13641	Diamondback Energy Inc	FANG	08-Nov-2016 00:00	08-Nov-2016 00:00	22-Nov-2016 00:00
13641	Diamondback Energy Inc	FANG	15-Feb-2017 00:00	15-Feb-2017 00:00	01-Mar-2017 00:00
90630	Diana Shipping Inc	DSXX	12-Nov-2015 00:00	12-Nov-2015 00:00	26-Nov-2015 00:00
90630	Diana Shipping Inc	DSXX	13-May-2015 00:00	13-May-2015 00:00	27-May-2015 00:00
90630	Diana Shipping Inc	DSXX	18-May-2016 00:00	18-May-2016 00:00	01-Jun-2016 00:00
90630	Diana Shipping Inc	DSXX	31-Jul-2015 00:00	31-Jul-2015 00:00	14-Aug-2015 00:00
89540	Dick's Sporting Goods Inc	DKS	07-Mar-2017 00:00	07-Mar-2017 00:00	21-Mar-2017 00:00
89540	Dick's Sporting Goods Inc	DKS	13-Mar-2018 00:00	13-Mar-2018 00:00	27-Mar-2018 00:00
89540	Dick's Sporting Goods Inc	DKS	14-Nov-2017 00:00	14-Nov-2017 00:00	28-Nov-2017 00:00
89540	Dick's Sporting Goods Inc	DKS	15-Aug-2017 00:00	15-Aug-2017 00:00	29-Aug-2017 00:00
89540	Dick's Sporting Goods Inc	DKS	16-Aug-2016 00:00	16-Aug-2016 00:00	30-Aug-2016 00:00
89540	Dick's Sporting Goods Inc	DKS	16-May-2017 00:00	16-May-2017 00:00	30-May-2017 00:00
89540	Dick's Sporting Goods Inc	DKS	19-May-2016 00:00	19-May-2016 00:00	02-Jun-2016 00:00
89540	Dick's Sporting Goods Inc	DKS	28-Nov-2018 00:00	28-Nov-2018 00:00	12-Dec-2018 00:00
89540	Dick's Sporting Goods Inc	DKS	29-Aug-2018 00:00	29-Aug-2018 00:00	12-Sep-2018 00:00
92924	DigitalGlobe Inc	DGI	25-Feb-2016 00:00	25-Feb-2016 00:00	10-Mar-2016 00:00
92924	DigitalGlobe Inc	DGI	26-Feb-2015 00:00	26-Feb-2015 00:00	12-Mar-2015 00:00
92924	DigitalGlobe Inc	DGI	27-Apr-2016 00:00	27-Apr-2016 00:00	11-May-2016 00:00
92924	DigitalGlobe Inc	DGI	29-Oct-2015 00:00	29-Oct-2015 00:00	12-Nov-2015 00:00
92924	DigitalGlobe Inc	DGI	30-Apr-2015 00:00	30-Apr-2015 00:00	14-May-2015 00:00
92924	DigitalGlobe Inc	DGI	30-Jul-2015 00:00	30-Jul-2015 00:00	13-Aug-2015 00:00
14954	Diplomat Pharmacy Inc	DPLO	02-Nov-2016 00:00	02-Nov-2016 00:00	16-Nov-2016 00:00
14954	Diplomat Pharmacy Inc	DPLO	03-Aug-2015 00:00	03-Aug-2015 00:00	17-Aug-2015 00:00
14954	Diplomat Pharmacy Inc	DPLO	07-Aug-2017 00:00	07-Aug-2017 00:00	21-Aug-2017 00:00
14954	Diplomat Pharmacy Inc	DPLO	11-May-2015 00:00	11-May-2015 00:00	25-May-2015 00:00
14954	Diplomat Pharmacy Inc	DPLO	28-Feb-2017 00:00	28-Feb-2017 00:00	14-Mar-2017 00:00
92121	Discover Financial Services	DFSV	20-Oct-2015 00:00	20-Oct-2015 00:00	03-Nov-2015 00:00
92121	Discover Financial Services	DFSV	21-Apr-2015 00:00	21-Apr-2015 00:00	05-May-2015 00:00
92121	Discover Financial Services	DFSV	22-Jul-2015 00:00	22-Jul-2015 00:00	05-Aug-2015 00:00
92121	Discover Financial Services	DFSV	24-Jan-2017 00:00	24-Jan-2017 00:00	07-Feb-2017 00:00
92121	Discover Financial Services	DFSV	24-Jan-2018 00:00	24-Jan-2018 00:00	07-Feb-2018 00:00
92121	Discover Financial Services	DFSV	24-Oct-2017 00:00	24-Oct-2017 00:00	07-Nov-2017 00:00
92121	Discover Financial Services	DFSV	25-Apr-2017 00:00	25-Apr-2017 00:00	09-May-2017 00:00
92121	Discover Financial Services	DFSV	25-Oct-2018 00:00	25-Oct-2018 00:00	08-Nov-2018 00:00
92121	Discover Financial Services	DFSV	26-Apr-2018 00:00	26-Apr-2018 00:00	10-May-2018 00:00
92121	Discover Financial Services	DFSV	26-Jul-2017 00:00	26-Jul-2017 00:00	09-Aug-2017 00:00
92121	Discover Financial Services	DFSV	26-Jul-2018 00:00	26-Jul-2018 00:00	09-Aug-2018 00:00
92121	Discover Financial Services	DFSV	27-Jan-2016 00:00	27-Jan-2016 00:00	10-Feb-2016 00:00
17685	DocuSign Inc	023A	06-Dec-2018 00:00	06-Dec-2018 00:00	20-Dec-2018 00:00
93096	Dollar General Corp	DOLR	01-Dec-2016 00:00	01-Dec-2016 00:00	15-Dec-2016 00:00
93096	Dollar General Corp	DOLR	01-Jun-2017 00:00	01-Jun-2017 00:00	15-Jun-2017 00:00
93096	Dollar General Corp	DOLR	04-Dec-2018 00:00	04-Dec-2018 00:00	18-Dec-2018 00:00
93096	Dollar General Corp	DOLR	10-Mar-2016 00:00	10-Mar-2016 00:00	24-Mar-2016 00:00
93096	Dollar General Corp	DOLR	16-Mar-2017 00:00	16-Mar-2017 00:00	30-Mar-2017 00:00
93096	Dollar General Corp	DOLR	25-Aug-2016 00:00	25-Aug-2016 00:00	08-Sep-2016 00:00
93096	Dollar General Corp	DOLR	26-May-2016 00:00	26-May-2016 00:00	09-Jun-2016 00:00
93096	Dollar General Corp	DOLR	27-Aug-2015 00:00	27-Aug-2015 00:00	10-Sep-2015 00:00
93096	Dollar General Corp	DOLR	30-Aug-2018 00:00	30-Aug-2018 00:00	13-Sep-2018 00:00
